名次,歌名,歌手,語言,年分,專輯
48,我不想他,A-Lin,華語,2011,OT: Won't forget U
49,因為愛,韋禮安 (William Wei),華語,2011,
50,Lin極限,A-Lin,華語,2011,OT: On Your Kneez
51,悲觀樂觀,嚴爵 (Yen-j),華語,2011,（電影巧克力情緣-中文主題曲）
52,當我知道你們相愛,何維健 (Derrick Hoh),華語,2011,
53,全面通緝,瑋柏 潘,華語,2011,Album Version
55,愛就愛,A-Lin,華語,2011,
56,我們都怕痛,瑋柏 潘,華語,2011,Album Version
57,現在我很幸福,A-Lin,華語,2011,
59,到不了的幸福,畢書盡 (Bii),華語,2011,台視、三立偶像劇<鍾無艷>片頭曲
61,以前，以後,A-Lin,華語,2011,
62,一家一,梁靜茹,華語,2011,Album Version
63,一生的愛,林俊傑 (JJ Lin),華語,2011,
64,我們沒有在一起,劉若英 (Rene Liu),華語,2011,台視、三立偶像劇<偷心大聖PS男>片尾曲
65,小樹,梁心頤,華語,2011,
66,我想我不會愛你,田馥甄 (Hebe),華語,2011,
67,太自由,蕭閎仁,華語,2011,
68,最後的那一天,李玖哲 (Nicky Lee),華語,2011,八大<殘酷的愛>片頭曲
69,保護色,林俊傑 (JJ Lin),華語,2011,
70,分手需要練習的,A-Lin,華語,2011,
71,謝謝你的美好,嚴爵 (Yen-j),華語,2011,中天綜合台韓劇<他們的世界>片尾曲
72,順其自然,黃小琥,華語,2011,
73,井字遊戲,井柏然,華語,2011,
74,我就知道那是愛,梁靜茹,華語,2011,Album Version
76,情歌,梁靜茹 (Fish Leong),華語,2011,
77,住在心裏面,吳克群 (Kenji Wu),華語,2011,
78,稀有動物,A-Lin,華語,2011,
80,不為失戀說抱歉,梁靜茹,華語,2011,Album Version
82,小傷口,蔡依林,華語,2011,(Real Hurt)
83,因為愛情,陳奕迅,華語,2011,Album Version
84,我是一隻小小鳥,丁噹 (Della),華語,2011,
85,完美新世界,林俊傑 (JJ Lin),華語,2011,
86,末日快樂,倪安東 (Anthony Neely),華語,2011,
87,丑角,曹格 (Gary Chaw),華語,2011,
88,第一課,倪安東 (Anthony Neely),華語,2011,
89,你太猖狂,田馥甄 (Hebe),華語,2011,
91,LA LA LA LA,梁靜茹,華語,2011,(La La La La) - Album Version
92,愛 都是對的,胡夏,華語,2011,
95,兩個女孩,潘裕文 (Peter Pan),華語,2011,
97,呼喚我,曾昱嘉,華語,2011,
98,Everything,梁心頤,華語,2011,
99,I AM,林俊傑 (JJ Lin),華語,2011,
100,江南,林俊傑 (JJ Lin),華語,2011,
3,牽袂條的手,王識賢,台語,2011,
15,鋩鋩角角,王彩樺 (Lotus Wang),台語,2011,
26,玄武英雄,王識賢,台語,2011,
29,無眠,黃妃,台語,2011,
36,問感情,蔡小虎,台語,2011,民視八點檔<夜市人生>片頭曲、三立八點檔<天下父母心>金曲MV
37,上愛的人,洪榮宏 (Jung Hung),台語,2011,
46,山伯英台,詹雅雯,台語,2011,
48,夜半暝,黃妃,台語,2011,霹靂布袋戲<梟皇論戰>片尾曲
51,單行道,江蕙 (Jody Jiang),台語,2011,
52,傷心的喜酒,王識賢,台語,2011,
55,媽媽,王彩樺 (Lotus Wang),台語,2011,
60,老瓦厝,黃妃,台語,2011,
62,原來我們都是幸福的,王彩樺 (Lotus Wang),台語,2011,
63,佾雲詩歌,黃妃,台語,2011,霹靂布袋戲<龍圖霸業>片尾曲
64,花抹開月抹圓,黃妃,台語,2011,霹靂布袋戲<劍蹤>插曲
65,味,黃妃,台語,2011,八大第一台<台灣奇案>片頭曲
66,一滴淚兩種味,林慧萍 (Monique Lin),台語,2011,
71,高山蜻蜓望採花,王彩樺 (Lotus Wang),台語,2011,
73,慣習,王識賢,台語,2011,
77,石敢當,揚哲,台語,2011,
78,愛情的負擔,李愛绮,台語,2011,合唱版
80,仙拼仙,董事長樂團 (The Chairman),台語,2011,
81,戲弄,王彩樺 (Lotus Wang),台語,2011,
82,眾神護臺灣,董事長樂團 (The Chairman),台語,2011,
83,多謝照顧,王彩樺 (Lotus Wang),台語,2011,
84,男人ktv,黃文星,台語,2011,
86,莎喲娜啦,江蕙 (Jody Jiang),台語,2011,
87,手中情,翁立友,台語,2011,
89,牽K耐,豬哥亮,台語,2011,
90,淡薄仔,黃妃,台語,2011,八大第一台<台灣奇案>片尾曲
95,檸檬愛玉,江蕙 (Jody Jiang),台語,2011,
96,圍巾,謝金燕 (Jeannie Hsieh),台語,2011,八大27台<第一劇場>片頭曲
99,勝者為王,王識賢,台語,2011,
3,You Haven't Seen the Last of Me,Cher,西洋,2011,Burlesque Original Motion Picture Soundtrack
5,Something's Got A Hold On Me,Christina Aguilera,西洋,2011,Burlesque Original Motion Picture Soundtrack
10,Tough Lover,Christina Aguilera,西洋,2011,Burlesque Original Motion Picture Soundtrack
11,Welcome To Burlesque,Cher,西洋,2011,Burlesque Original Motion Picture Soundtrack
12,Show Me How You Burlesque,Christina Aguilera,西洋,2011,Burlesque (Original Motion Picture Soundtrack)
14,Express,Christina Aguilera,西洋,2011,Burlesque Original Motion Picture Soundtrack
15,Bound To You,Christina Aguilera,西洋,2011,Burlesque Original Motion Picture Soundtrack
17,But I Am A Good Girl,Christina Aguilera,西洋,2011,Burlesque Original Motion Picture Soundtrack
18,Mine,Taylor Swift,西洋,2011,
20,Hold My Hand,Michael Jackson (麥可傑克森),西洋,2011,(Duet With Akon)
22,Guy What Takes His Time,Christina Aguilera,西洋,2011,Burlesque Original Motion Picture Soundtrack
23,The Beautiful People,Christina Aguilera,西洋,2011,Burlesque Original Motion Picture Soundtrack
26,What Do You Got?,Bon Jovi,西洋,2011,Album Version
27,Hold It Against Me,Britney Spears (布蘭妮),西洋,2011,
33,Club Can't Handle Me,Flo Rida,西洋,2011,(feat. David Guetta) - feat. David Guetta
35,Misery,Maroon 5,西洋,2011,(悲慘世界)
38,Pyramid,Charice,西洋,2011,(feat. Iyaz)
40,What's My Name?,Rihanna,西洋,2011,Album Version
43,Airplanes,B.o.B,西洋,2011,(feat. Hayley Williams)
44,The Catalyst,Linkin Park (聯合公園),西洋,2011,(催化劑)
45,We R Who We R,Ke$ha,西洋,2011,
46,One Time,Justin Bieber,西洋,2011,Album Version
47,Love You Long Time,The Black Eyed Peas,西洋,2011,Album Version
48,She Owns The Night – feat. Mohombi,Far East Movement,西洋,2011,
49,XOXOXO,The Black Eyed Peas,西洋,2011,Album Version
50,Don’t Look Now – feat. Keri Hilson,Far East Movement,西洋,2011,
51,Light Up The Night,The Black Eyed Peas,西洋,2011,Album Version
52,So What?,Far East Movement,西洋,2011,
53,On and On,Flo Rida,西洋,2011,feat. Kevin Rudolf
54,Poker Face,Lady Gaga,西洋,2011,
55,Because Of You,Kelly Clarkson (凱莉克萊森),西洋,2011,
56,Love Me,Justin Bieber,西洋,2011,Album Version
58,Fighting For Air – feat. Vincent Frank aka Frankmusik,Far East Movement,西洋,2011,
60,This Girl,Laza Morgan,西洋,2011,
62,I Feel The Earth Move,Olivia Ong (王儷婷),西洋,2011,
64,2 Is Better – feat. Natalia Kills & Ya Boy,Far East Movement,西洋,2011,
65,White Flag – feat. Kayla Kai,Far East Movement,西洋,2011,
68,I Gotta Feeling,The Black Eyed Peas,西洋,2011,Album Version
69,Down,Jay Sean,西洋,2011,
70,Sparks Fly,Taylor Swift,西洋,2011,
71,Come With Me,Flo Rida,西洋,2011,
74,Bye Bye,Mariah Carey,西洋,2011,(再見) - Album Version
75,Dynamite,Taio Cruz,西洋,2011,(絢爛煙火)
76,Livin' On A Prayer,Bon Jovi,西洋,2011,Album Version
77,Burning In The Skies,Linkin Park (聯合公園),西洋,2011,(在天空中燃燒)
78,California King Bed,Rihanna,西洋,2011,Album Version
79,Come Back to Me,宇多田光 (Hikaru Utada),西洋,2011,(回到我身邊) - Album Version
80,Fading,Rihanna,西洋,2011,Album Version
81,Right Now,Akon,西洋,2011,(Na Na Na)
83,Gimmie Dat,Ciara,西洋,2011,
84,Who Dat Girl,Flo Rida,西洋,2011,feat. Akon
85,Have I Told You Lately,Olivia Ong (王儷婷),西洋,2011,
86,Waiting For The End,Linkin Park (聯合公園),西洋,2011,(等待終幕)
87,Monster,Lady Gaga,西洋,2011,
1,Love song 戀曲,濱崎 步 (Ayumi Hamasaki),日語,2011,
7,荒棄的庭園,吉卜力 動畫電影原聲帶,日語,2011,
10,crossroad 歧路,濱崎 步 (Ayumi Hamasaki),日語,2011,
11,地板下是我的家,吉卜力 動畫電影原聲帶,日語,2011,(電影版)
13,LOVE RAIN~戀之雨~,久保田利伸(Toshinobu Kubota),日語,2011,(松尾潔 Remix)
14,MOON 明月,濱崎 步 (Ayumi Hamasaki),日語,2011,
16,小さな恋のうた,新垣結衣,日語,2011,
19,娃娃屋,吉卜力 動畫電影原聲帶,日語,2011,(音樂版)
20,翔之悲哀,吉卜力 動畫電影原聲帶,日語,2011,(音樂版)
21,Last angel,濱崎 步 (Ayumi Hamasaki),日語,2011,
22,翔之華爾滋,吉卜力 動畫電影原聲帶,日語,2011,
24,狂野華爾滋,吉卜力 動畫電影原聲帶,日語,2011,
25,sending mail,濱崎 步 (Ayumi Hamasaki),日語,2011,
27,Virgin Road 處女之路,濱崎 步 (Ayumi Hamasaki),日語,2011,
28,斯皮勒,吉卜力 動畫電影原聲帶,日語,2011,(音樂版)
29,與你一起,吉卜力 動畫電影原聲帶,日語,2011,
31,Like a doll,濱崎 步 (Ayumi Hamasaki),日語,2011,
33,GENIE,Girls' Generation,日語,2011,
35,blossom 綻放,濱崎 步 (Ayumi Hamasaki),日語,2011,
36,我眼中的淚,吉卜力 動畫電影原聲帶,日語,2011,
37,不安的心情,吉卜力 動畫電影原聲帶,日語,2011,
38,再見我的好友,吉卜力 動畫電影原聲帶,日語,2011,
39,靜寂之古老大屋,吉卜力 動畫電影原聲帶,日語,2011,
40,Always Remain,久保田利伸(Toshinobu Kubota),日語,2011,
41,守護著你,伊藤由奈 (Yuna Ito),日語,2011,(日劇【黃金豚-會計調查廳 特別調查課-】主題曲)
43,珍貴回憶,吉卜力 動畫電影原聲帶,日語,2011,
44,do it again,濱崎 步 (Ayumi Hamasaki),日語,2011,
45,翔之歌,吉卜力 動畫電影原聲帶,日語,2011,(音樂版)
47,永不忘記你,吉卜力 動畫電影原聲帶,日語,2011,
50,insomnia,濱崎 步 (Ayumi Hamasaki),日語,2011,
51,Sweet Season 甜蜜季節,濱崎 步 (Ayumi Hamasaki),日語,2011,
52,留在我身邊,Thelma Aoyama,日語,2011,(sobani irune)feat. SoulJa
53,Missing~2010克拉~,久保田利伸(Toshinobu Kubota),日語,2011,
54,足跡,後藤真希 (Gotō Maki),日語,2011,
55,moonlight,沐月 (moumoon),日語,2011,
57,Thank U,濱崎 步 (Ayumi Hamasaki),日語,2011,
58,Let it Go,伊藤由奈 (Yuna Ito),日語,2011,(電影【天使之戀】主題曲)
59,バーン,KARA,日語,2011,
60,ふわり,新垣結衣,日語,2011,
61,Aria,濱崎 步 (Ayumi Hamasaki),日語,2011,
63,ALWAYS,中島美嘉 (Mika Nakashima),日語,2011,(電影【再見 總有一天】主題曲)
64,November,濱崎 步 (Ayumi Hamasaki),日語,2011,
68,Dream ON 夢想,浦田直也 feat. 濱崎 步 (URATA NAOYA feat. ayumi hamasaki),日語,2011,Original mix
69,Hold Me Down featuring Angie Stone,久保田利伸(Toshinobu Kubota),日語,2011,
70,SEVEN DAYS WAR,濱崎 步 (Ayumi Hamasaki),日語,2011,
71,overture,濱崎 步 (Ayumi Hamasaki),日語,2011,
73,雨音,久保田利伸(Toshinobu Kubota),日語,2011,(in your face vocal)
75,trust you,伊藤由奈 (Yuna Ito),日語,2011,(動畫【機動戰士鋼彈00】第二季片尾曲)
76,ENDLESS STORY,伊藤由奈 (Yuna Ito),日語,2011,(電影【NANA】劇中歌)
77,喜歡，喜歡，喜歡。,倖田來未 (Koda Kumi),日語,2011,
78,不要分開呀,Soulja,日語,2011,(feat.青山黛瑪)
79,Beginner,AKB48,日語,2011,
80,LA LA LA Love Song,久保田利伸(Toshinobu Kubota),日語,2011,(Midnight piano ver.)
81,在朝陽中微笑,久保田利伸(Toshinobu Kubota),日語,2011,
82,花束,後藤真希 (Gotō Maki),日語,2011,
85,最美好的自己,中島美嘉 (Mika Nakashima),日語,2011,(日劇【自戀刑警(暫譯)】插曲)
86,Moon Lovers,高見優,日語,2011,
87,Riding to the Sight,久保田利伸(Toshinobu Kubota),日語,2011,
88,No Problem!,新垣結衣,日語,2011,
91,戀一夜,後藤真希 (Gotō Maki),日語,2011,
92,明天好天氣,求婚大作戰電視原聲帶,日語,2011,(Piano & Strings Version)
93,Beautiful,西野加奈 (Kana Nishino),日語,2011,
94,虹,新垣結衣,日語,2011,
96,Rain,YUI,日語,2011,
97,RAIN,久保田利伸(Toshinobu Kubota),日語,2011,
98,a love story,久保田利伸(Toshinobu Kubota),日語,2011,(Bond Street ver.)
99,現在 也想見你...,伊藤由奈 (Yuna Ito),日語,2011,(with Spontania)
6,queen,孫淡妃,韓語,2011,
9,好想念,S.M. THE BALLAD,韓語,2011,(Miss You)
10,愛愛愛 LOVE LOVE LOVE,FTISLAND,韓語,2011,
13,吻我吧 – G.NA,金賢重「惡作劇之吻」電視原聲帶,韓語,2011,
19,愛你 還是愛你,吳元斌 (Oh Won Bin),韓語,2011,
21,Hot Times,S.M. THE BALLAD,韓語,2011,(不要考驗)
23,依然,FTIsland李洪基,韓語,2011,FTIsland李洪基（主題曲）
25,Love Love Love,After School (애프터스쿨),韓語,2011,
26,Can’t U see,孫淡妃,韓語,2011,
28,dB Rider,孫淡妃,韓語,2011,
32,Ring Ding Dong,SHINee,韓語,2011,
34,Lovely Day,朴信惠,韓語,2011,朴信惠
35,Nobody,Wonder Girls,韓語,2011,
38,I My Me Mine,4Minute,韓語,2011,
39,Because of You,After School (애프터스쿨),韓語,2011,
40,為什麼,東方神起 (TVXQ!),韓語,2011,(Keep Your Head Down)
42,One more time – 金賢重,金賢重「惡作劇之吻」電視原聲帶,韓語,2011,
43,再次...愛你,S.M. THE BALLAD,韓語,2011,(Love Again)
44,Beat up by a girl,孫淡妃,韓語,2011,
45,牽著你的手- FTIsland李洪基,FTIsland李洪基,韓語,2011,"(""依然""中文版,原來是美男中文主題曲)"
46,Sign,Brown Eyed Girls,韓語,2011,
47,Someone is you,After School (애프터스쿨),韓語,2011,
48,挽留妳的歌,Rain,韓語,2011,
49,告白的日子 Original Mix,2AM,韓語,2011,Original Mix
50,Beautiful,BEAST (비스트),韓語,2011,
51,Super Duper,孫淡妃,韓語,2011,
52,I Can't,2pm,韓語,2011,
53,默默無語,朴信惠,韓語,2011,朴信惠
54,依然,A.N.JELL樂團,韓語,2011,A.N.JELL樂團 (張根碩、朴信惠、李洪基、鄭容和)
56,壞女人,SUPER JUNIOR,韓語,2011,
59,SHOW! SHOW! SHOW!,少女時代 (Girls' Generation),韓語,2011,
60,明天呢...,S.M. THE BALLAD,韓語,2011,(Another Day)
61,我會離開 你就好好過吧,G.NA,韓語,2011,
62,Don’t Lie,S.M. THE BALLAD,韓語,2011,(Feat. HENRY of SUPER JUNIOR-M)
63,該怎麼辦,朴多藝,韓語,2011,朴多藝
64,ECHO,少女時代 (Girls' Generation),韓語,2011,
65,BANG!,After School (애프터스쿨),韓語,2011,
67,愛愛愛,FTISLAND,韓語,2011,
69,Hip Song,Rain,韓語,2011,
70,約定,A.N.JELL樂團,韓語,2011,A.N.JELL樂團 (張根碩、朴信惠、李洪基、鄭容和)
71,Without U,2pm,韓語,2011,
72,GOOD BYE,張根碩TEAM H (Jan Keun Suk TEAM H),韓語,2011,張根碩 (獨唱版)
73,Aing♡,橙子焦糖 (Orange Caramel),韓語,2011,
75,真心,SUPER JUNIOR,韓語,2011,
76,旅行,SUPER JUNIOR,韓語,2011,
77,Midnight Sun,F.cuz,韓語,2011,(Original)
78,製造愛情,4MINUTE,韓語,2011,4Minute
79,Shake It Up!,SUPER JUNIOR,韓語,2011,(Remix Version)
80,颶風維納斯,寶兒 (BoA),韓語,2011,(Hurricane Venus)
82,凝結,SUPER JUNIOR,韓語,2011,
83,Love Revolution,CNBLUE,韓語,2011,(Love Revolution)
85,你曾對我說過嗎,金賢重「惡作劇之吻」電視原聲帶,韓語,2011,霍爾
86,星星星,少女時代 (Girls' Generation),韓語,2011,(☆★☆) -Acoustic R&B Ver.
87,Love ya,SS501,韓語,2011,
88,My Only Girl,SUPER JUNIOR,韓語,2011,
89,說愛你,金賢重「惡作劇之吻」電視原聲帶,韓語,2011,SOYOU(SISTAR)
90,愛情就這樣,SUPER JUNIOR,韓語,2011,
91,想要入睡,SUPER JUNIOR,韓語,2011,
92,春日,SUPER JUNIOR,韓語,2011,
93,我這個人,SUPER JUNIOR,韓語,2011,
95,"Y, Why",CNBLUE,韓語,2011,"(Y, Why...)"
96,有一種話,FTISLAND,韓語,2011,(LIVE現場演唱版)
98,因為我太傻,花樣男子流星花園電視原聲帶,韓語,2011,(SS501) ~ F4尹智厚之歌
99,約定,FTIsland李洪基,韓語,2011,李洪基/feat.鄭容和
100,默默無語,9th STREET,韓語,2011,9th STREET
1,獨一無二,羅志祥,華語,2011,(Only You)
5,比較愛,梁靜茹 (Fish Leong),華語,2011,
15,蔚藍海岸,梁靜茹 (Fish Leong),華語,2011,
24,情人結,張芸京 (Jing Chang),華語,2011,(Knot of Love)
28,很愛過,丁噹 (Della),華語,2011,（中天綜合韓劇【公主回來了】片頭曲）
34,Touch My Heart,羅志祥,華語,2011,(TOUCH MY HEART)
37,最後一次寂寞,丁噹 (Della),華語,2011,
38,想原諒,丁噹 (Della),華語,2011,(中天娛樂戲劇【雙面膠】片尾曲）
40,這樣愛你好可怕,林凡 (Freya Lim),華語,2011,<犀利人妻>電視劇插曲
41,怕安靜,羅志祥,華語,2011,(Silence Phobia)
44,未來的情人,丁噹 (Della),華語,2011,
45,U U U,瑋柏 潘,華語,2011,(U U U) - Album Version
62,美麗的誤會,羅志祥,華語,2011,(Beautiful Mistake)
72,強出頭,羅志祥,華語,2011,(Brave Death)
75,春泥,張芸京 (Jing Chang),華語,2011,(Knot of Love Whisper Version)
77,舞所遁形,羅志祥,華語,2011,(Nowhere to Hide)
80,觸動,瑋柏 潘,華語,2011,Album Version
83,愛了就沉淪,張心傑 (Mark Chang),華語,2011,八大韓劇<媽媽發怒了>片尾曲
85,多愛少怪,丁噹 (Della),華語,2011,OT：Back Up
87,忍住,羅志祥,華語,2011,(Pains Swallowed)
96,愛享瘦,羅志祥,華語,2011,(Let Love Show)
98,口頭纏,羅志祥,華語,2011,(Magic Words)
27,嘸甘,孫淑媚 (May sun),台語,2011,
50,離別雨,孫淑媚 (May sun),台語,2011,
53,堂堂的男兒,吳勇濱,台語,2011,
82,愛這首歌,蕭煌奇 (Ricky Hsiao),台語,2011,
93,煞,孫淑媚 (May sun),台語,2011,
94,舊鞋,孫淑媚 (May sun),台語,2011,
98,男人情女人心,翁立友,台語,2011,
61,A Year Without Rain,Selena Gomez & The Scene,西洋,2011,(整年不下雨)
75,Just Dance,Lady Gaga,西洋,2011,
77,New Divide,Linkin Park (聯合公園),西洋,2011,
92,Paparazzi,Lady Gaga,西洋,2011,
3,You & I,清水翔太 (Shota Shimizu),日語,2011,
7,beloved,西野加奈 (Kana Nishino),日語,2011,
9,POP DIVA 前衛歌姬,倖田來未 (Koda Kumi),日語,2011,
11,It's My Life,YUI,日語,2011,
12,Call Me Up,西野加奈 (Kana Nishino),日語,2011,
15,你的聲音,清水翔太 (Shota Shimizu),日語,2011,
18,Your Heaven,YUI,日語,2011,
19,Be As One,w-inds.,日語,2011,
20,Black Candy,倖田來未 (Koda Kumi),日語,2011,
21,我就是愛你~Acoustic Version~,清水翔太 (Shota Shimizu),日語,2011,
25,Rain~YUI Acoustic Version~,YUI,日語,2011,
39,Happiness,Thelma Aoyama,日語,2011,
47,YOU & I -instrumental-,清水翔太 (Shota Shimizu),日語,2011,
48,Angel,猴子把戲 (MONKEY MAJIK),日語,2011,
54,LOL !,黑木美紗 (Meisa Kuroki),日語,2011,
57,魔法語言,猴子把戲 (MONKEY MAJIK),日語,2011,
60,It's My Life~Instrumental~,YUI,日語,2011,
63,Noise,w-inds.,日語,2011,
66,Baby! Baby! Baby!,大無限樂團 (Do As Infinity),日語,2011,
69,On Your Mark,恰克與飛鳥 (CHAGE and ASKA),日語,2011,
71,Sunshine,猴子把戲 (MONKEY MAJIK),日語,2011,
75,真夜中的交響樂團,Aqua Timez,日語,2011,
78,The Man You Were,猴子把戲 (MONKEY MAJIK),日語,2011,
79,夢世界,猴子把戲 (MONKEY MAJIK),日語,2011,
81,To My Fans,w-inds.,日語,2011,
82,ONE WAY,Thelma Aoyama,日語,2011,
83,SWITCH,黑木美紗 (Meisa Kuroki),日語,2011,
84,Special,大無限樂團 (Do As Infinity),日語,2011,
90,Intro-MAGAZINE-,黑木美紗 (Meisa Kuroki),日語,2011,
91,1/100,大無限樂團 (Do As Infinity),日語,2011,
97,Each Other's Way ～旅途中～,放浪兄弟 (EXILE),日語,2011,
99,忘れないよ,Thelma Aoyama,日語,2011,
100,BYE BYE MY FRIEND,黑木美紗 (Meisa Kuroki),日語,2011,
21,"부탁해, My Bus!",張根碩 (Jang Keun Suk),韓語,2011,"장근석 / 拜託了, 我的公車 ! - 張根碩"
23,My Precious – 장근석 / 我的寶貝,張根碩 (Jang Keun Suk),韓語,2011,張根碩
24,Super Star,韓勝妍 (Kara) (han sheng yan (Kara)),韓語,2011,한승연 (카라) / 超級巨星 - 韓勝妍 (Kara)
48,Tell Me Your Love – TRAX / 說出你的愛,TRAX,韓語,2011,TRAX
80,Diva,After School (애프터스쿨),韓語,2011,
85,從天而降,吳源斌/Miss $,韓語,2011,吳源斌 / Miss $
87,好人,SUPER JUNIOR,韓語,2011,
88,姊姊 妳太美了,SHINee,韓語,2011,(Replay)
91,MUZIK,4Minute,韓語,2011,Japanese Version
94,Again & Again,2PM,韓語,2011,
95,心在謾罵,金東煜,韓語,2011,金東煜
15,最重要的決定,范瑋琪 (Christine Fan),華語,2011,
19,暮光,范瑋琪 (Christine Fan),華語,2011,
23,追,孫燕姿,華語,2011,
27,是時候,孫燕姿,華語,2011,
28,時光小偷,孫燕姿,華語,2011,
31,明天的記憶,孫燕姿,華語,2011,
35,180度,孫燕姿,華語,2011,
38,空口言,孫燕姿,華語,2011,
46,快瘋了,孫燕姿,華語,2011,
49,傷日快樂,Various Artists,華語,2011,中視偶像劇<幸福最晴天>片尾曲
63,最愛不是我,張心傑 (Mark Chang),華語,2011,緯來韓劇<夥伴情人> 片頭曲
70,當我想起你時笑了,林凡 (Freya Lim),華語,2011,
75,天地一鬥,周杰倫,華語,2011,
76,雙雙,范瑋琪 (Christine Fan),華語,2011,
84,左上角的心跳,范瑋琪 (Christine Fan),華語,2011,
88,幸福微甜,SUPER JUNIOR-M,華語,2011,Love is sweet
89,我不愛了,范瑋琪 (Christine Fan),華語,2011,
92,蜂蜜,范瑋琪 (Christine Fan),華語,2011,
96,我不允許我再愛上你,李千娜,華語,2011,Album Version
99,眼淚流回去,林凡 (Freya Lim),華語,2011,
43,黃昏之戀,秀蘭瑪雅,台語,2011,
44,1960,荒山亮 (Ric Jan),台語,2011,
49,千里眼,吳勇濱,台語,2011,
52,幸福支票,鄭進一,台語,2011,
59,一刀兩斷,荒山亮 (Ric Jan),台語,2011,
63,乎你的歌,荒山亮 (Ric Jan),台語,2011,
74,太極玄,荒山亮 (Ric Jan),台語,2011,
82,失戀的探戈,葉勝欽,台語,2011,
89,家和萬事興,葉勝欽,台語,2011,
91,同父異母,荒山亮 (Ric Jan),台語,2011,
96,夢中的情話,翁立友,台語,2011,(vs.朱海君)
14,Black Star,Avril Lavigne (艾薇兒),西洋,2011,(黯黑之星)
17,Push,Avril Lavigne (艾薇兒),西洋,2011,(最後關頭)
20,Alice,Avril Lavigne (艾薇兒),西洋,2011,(Video without Movie Footage) (艾麗絲 - 電影版)
23,I Love You,Avril Lavigne (艾薇兒),西洋,2011,(我愛你)
26,Stop Standing There,Avril Lavigne (艾薇兒),西洋,2011,(別傻傻站在那)
34,4 Real,Avril Lavigne (艾薇兒),西洋,2011,(認真的)
35,Not Enough,Avril Lavigne (艾薇兒),西洋,2011,(愛不夠)
37,Never Say Never,Justin Bieber,西洋,2011,
39,Remember When,Avril Lavigne (艾薇兒),西洋,2011,(記得當時)
40,Darlin,Avril Lavigne (艾薇兒),西洋,2011,(親愛的)
45,Goodbye,Avril Lavigne (艾薇兒),西洋,2011,(再見了)
62,Price Tag,Jessie J (潔西J),西洋,2011,
67,Bad Reputation,Avril Lavigne (艾薇兒),西洋,2011,(壞名聲 (翻唱搖滾女將Joan Jett 1981年搖滾經典))
94,That Should Be Me,Justin Bieber,西洋,2011,
10,鮮奶茶,植村花菜 (Kana Uemura),日語,2011,
15,廁所女神 with 押尾光太郎,植村花菜 (Kana Uemura),日語,2011,
19,15 Doors 15扇門,沐月 (moumoon),日語,2011,
22,紙飛機 with TOKU,植村花菜 (Kana Uemura),日語,2011,
23,We Go,沐月 (moumoon),日語,2011,(intro)
25,想說的話,植村花菜 (Kana Uemura),日語,2011,
27,光與影with DEPAPEPE,植村花菜 (Kana Uemura),日語,2011,
32,愛情魔法 with 小沼洋介,植村花菜 (Kana Uemura),日語,2011,
34,Dear J,板野友美 (TOMOMI ITANO),日語,2011,
35,美好的日子 with 山本潤子,植村花菜 (Kana Uemura),日語,2011,
40,Lollipop 棒棒糖,倖田來未 (Koda Kumi),日語,2011,
41,好想見你,倖田來未 (Koda Kumi),日語,2011,
45,你的笑容就是最好的提示 with 塩谷哲,植村花菜 (Kana Uemura),日語,2011,
46,One Step,沐月 (moumoon),日語,2011,
47,ONLY YOU,植村花菜 (Kana Uemura),日語,2011,
48,奇跡 with 大橋卓彌,植村花菜 (Kana Uemura),日語,2011,（from 無限開關）
49,花 with 大幡雄一,植村花菜 (Kana Uemura),日語,2011,
50,Blue Rain,沐月 (moumoon),日語,2011,
52,藍月與舉棋不定的愛,沐月 (moumoon),日語,2011,
58,YAY,沐月 (moumoon),日語,2011,
59,哈雷路亞,沐月 (moumoon),日語,2011,
60,離天國最遠的地方,沐月 (moumoon),日語,2011,
61,明日讚歌,alan (阿蘭),日語,2011,
62,Okay,倖田來未 (Koda Kumi),日語,2011,
64,Prologue to Dejavu,倖田來未 (Koda Kumi),日語,2011,
69,EVERGREEN,沐月 (moumoon),日語,2011,
70,Why?,東方神起 (Toho Shinki),日語,2011,(Keep Your Head Down)
71,Destiny,沐月 (moumoon),日語,2011,
73,Runaway,猴子把戲 (MONKEY MAJIK),日語,2011,
74,HAPPY UNBIRTHDAY,沐月 (moumoon),日語,2011,
77,On the right,沐月 (moumoon),日語,2011,
78,Passing By,倖田來未 (Koda Kumi),日語,2011,
79,天空之歌,alan (阿蘭),日語,2011,
81,GOODBYE,清水翔太 (Shota Shimizu),日語,2011,(7th Single)
84,TUNNEL,板野友美 (TOMOMI ITANO),日語,2011,
87,AT THE WEEK END,倖田來未 (Koda Kumi),日語,2011,
88,唯有你,倖田來未 (Koda Kumi),日語,2011,
89,Disco Girl,猴子把戲 (MONKEY MAJIK),日語,2011,
90,Hey baby!,倖田來未 (Koda Kumi),日語,2011,
91,人生再小小加把勁,倖田來未 (Koda Kumi),日語,2011,
92,Melting,倖田來未 (Koda Kumi),日語,2011,
95,Wonderland,猴子把戲 (MONKEY MAJIK),日語,2011,
100,Prelude,林ゆうき (Yuki Hayashi),日語,2011,
9,VISUAL DREAMS,少女時代 (Girls' Generation),韓語,2011,(POP!POP!) - Intel Collaboration
33,Mistake,少女時代 (Girls' Generation),韓語,2011,
41,Hello Hello – 장근석 / 哈囉 哈囉,Various Artists,韓語,2011,張根碩
